iter	RMSE
0	0.1034717262
1	0.1020973332
2	0.100861586
3	0.09935871971
4	0.09829302964
5	0.09701258282
6	0.0959454083
7	0.09492174196
8	0.09398081668
9	0.09313183805
10	0.09242694015
11	0.09164754858
12	0.09077535689
13	0.09008080373
14	0.08926342662
15	0.08862131552
16	0.08797883094
17	0.08720729418
18	0.08666982361
19	0.08598644509
20	0.08550878994
21	0.08486166199
22	0.08430235136
23	0.08373831207
24	0.08320704059
25	0.08266306728
26	0.08217816255
27	0.08184651543
28	0.08139860168
29	0.08093896483
30	0.08046031305
31	0.07998856902
32	0.07955643486
33	0.07909122314
34	0.07879605863
35	0.07845518701
36	0.07816701814
37	0.0779465228
38	0.07753903194
39	0.0772590205
40	0.07686185701
41	0.07651498661
42	0.0761879956
43	0.07591929315
44	0.07563395629
45	0.07540425308
46	0.07507398297
47	0.07489582013
48	0.07467851097
49	0.07434289874
50	0.07405735902
51	0.0738687831
52	0.07366460939
53	0.07328039136
54	0.07291774489
55	0.07274009583
56	0.07246224857
57	0.072156103
58	0.07197993661
59	0.07176369886
60	0.0716307981
61	0.07137554934
62	0.07115176543
63	0.07100003782
64	0.0707483367
65	0.0705902508
66	0.07022394672
67	0.06998827311
68	0.06969388348
69	0.06958867303
70	0.0693867506
71	0.06917644519
72	0.06896336379
73	0.06874328007
74	0.06848526
75	0.06829183235
76	0.06811658263
77	0.06792860204
78	0.06779971812
79	0.06769682914
80	0.06757665664
81	0.06736644775
82	0.06720324077
83	0.06706784869
84	0.06696022929
85	0.06677824203
86	0.06658732689
87	0.06645456133
88	0.06633468666
89	0.06611608775
90	0.06600145604
91	0.06590275584
92	0.06573113117
93	0.06558559802
94	0.06544674303
95	0.06529061334
96	0.06521304012
97	0.06513756712
98	0.06501583673
99	0.06483996892
100	0.06467079857
101	0.06457793004
102	0.06442478261
103	0.06430484329
104	0.06420968338
105	0.06410649428
106	0.06400103844
107	0.0638772255
108	0.06375175939
109	0.063614247
110	0.06342969478
111	0.06332124045
112	0.0631397914
113	0.06300729128
114	0.06295783674
115	0.06286457688
116	0.06278376318
117	0.06271894399
118	0.06258529897
119	0.06240953653
120	0.06237044085
121	0.06227341451
122	0.06217177077
123	0.06210275717
124	0.061946276
125	0.06180886423
126	0.06172134323
127	0.06162685887
128	0.06148613991
129	0.06137654399
130	0.06127692639
131	0.06120876941
132	0.06110969851
133	0.06100597608
134	0.06091456976
135	0.06083814278
136	0.06077573432
137	0.0607007267
138	0.06062354477
139	0.06052055208
140	0.06040475473
141	0.06032709451
142	0.0602764723
143	0.06021056746
144	0.06009732398
145	0.06001504774
146	0.05991078157
147	0.05984006364
148	0.05972960948
149	0.05968303773
150	0.05960160437
151	0.05952245169
152	0.0594045494
153	0.05933959508
154	0.05927274694
155	0.05920815483
156	0.05914151636
157	0.05905139674
158	0.05899512991
159	0.05891377126
160	0.05884072261
161	0.0587793426
162	0.05869216374
163	0.05860667872
164	0.05850397417
165	0.05846757161
166	0.05842159908
167	0.05833955975
168	0.05825444463
169	0.05816481396
170	0.0580884571
171	0.05803858779
172	0.05795997368
173	0.05786126708
174	0.05778592922
175	0.05773823718
176	0.05763566567
177	0.05757289791
178	0.05746865855
179	0.0574330446
180	0.05736673198
181	0.05729155821
182	0.05723526084
183	0.05718738244
184	0.05710803368
185	0.0570530727
186	0.05694630789
187	0.05688310678
188	0.05679472834
189	0.05674800059
190	0.05665144794
191	0.056619959
192	0.05656369782
193	0.0564889091
194	0.05644248707
195	0.05638286406
196	0.05633534661
197	0.05624127344
198	0.05619966513
199	0.0561214607
200	0.05607604452
201	0.0560412145
202	0.05599663433
203	0.05595207547
204	0.05590912045
205	0.05585061609
206	0.0558024717
207	0.05575979057
208	0.05572102082
209	0.0556818865
210	0.05564057132
211	0.05557089652
212	0.05552422315
213	0.05545283329
214	0.05540308821
215	0.05535378031
216	0.05529668612
217	0.05524699633
218	0.05518094918
219	0.0551160776
220	0.05506733425
221	0.05497328752
222	0.05493981191
223	0.05489360074
224	0.05482093681
225	0.05471780464
226	0.05466985294
227	0.05462951382
228	0.05460519646
229	0.05454367307
230	0.05450538392
231	0.05440310462
232	0.05439008253
233	0.05436790335
234	0.05431708206
235	0.05427607149
236	0.05418514602
237	0.05411421189
238	0.0540823638
239	0.05402467821
240	0.05395077496
241	0.05391944447
242	0.05389181388
243	0.0538500803
244	0.05379778822
245	0.05369856378
246	0.0536393837
247	0.05357959855
248	0.05355738205
249	0.05349975052
250	0.05344931815
251	0.05342233449
252	0.05336204063
253	0.05334250172
254	0.05330598429
255	0.05325167267
256	0.05320421221
257	0.05319027445
258	0.05315777671
259	0.05310457988
260	0.0530471193
261	0.05299922425
262	0.05295247823
263	0.05292270897
264	0.05286343765
265	0.05281691377
266	0.05277105108
267	0.05271543221
268	0.05264461321
269	0.05257921086
270	0.05254076925
271	0.05251428342
272	0.0524625494
273	0.05243244338
274	0.05240414481
275	0.05235190419
276	0.052285873
277	0.05226058266
278	0.05220401736
279	0.05217688616
280	0.05212828605
281	0.0520992548
282	0.05205593011
283	0.05200680715
284	0.05195702634
285	0.05191570847
286	0.05188072027
287	0.05183635924
288	0.05181066463
289	0.0517927432
290	0.05173669137
291	0.05171958529
292	0.05167212995
293	0.05163599512
294	0.05161872827
295	0.05159560133
296	0.05153108948
297	0.05151125907
298	0.05146818117
299	0.05142396687
300	0.05138430478
301	0.05135489278
302	0.05131998497
303	0.05129466404
304	0.051224522
305	0.05119779909
306	0.05115666043
307	0.05112140387
308	0.05109766049
309	0.05106473385
310	0.05105135888
311	0.05101311509
312	0.05098070467
313	0.0509462814
314	0.05091693947
315	0.05088566899
316	0.0508311175
317	0.05080049908
318	0.05076364347
319	0.0507152205
320	0.05067225518
321	0.05064617088
322	0.05062026234
323	0.05058669316
324	0.0505340524
325	0.050494065
326	0.05046639673
327	0.05043765533
328	0.05038263892
329	0.0503542912
330	0.05030954452
331	0.05029512433
332	0.05025410468
333	0.05021184844
334	0.05018169085
335	0.05013835413
336	0.05009645921
337	0.05007662264
338	0.05003990919
339	0.04998915307
340	0.04996048082
341	0.04992680936
342	0.04987988595
343	0.04985865859
344	0.04982087539
345	0.04978121406
346	0.04975696265
347	0.04972443472
348	0.04970465324
349	0.04966819837
350	0.04964160768
351	0.04962617242
352	0.04960146717
353	0.04955359355
354	0.04950719204
355	0.04946885392
356	0.04942886205
357	0.04939647296
358	0.04937111513
359	0.04932277963
360	0.04930168865
361	0.04928322801
362	0.04925018885
363	0.04923598511
364	0.04919688327
365	0.04918480545
366	0.04917007865
367	0.04912448418
368	0.04910339756
369	0.04908492074
370	0.04906181058
371	0.04904881623
372	0.04900113637
373	0.04897013696
374	0.04893246206
375	0.04890468359
376	0.04888228007
377	0.04886593174
378	0.04884348239
379	0.04880866778
380	0.0487467874
381	0.04872738313
382	0.04868955058
383	0.04866259577
384	0.04863539669
385	0.04860681371
386	0.0485859009
387	0.04855357725
388	0.04850032214
389	0.04848116266
390	0.04844637109
391	0.04842158669
392	0.04840520744
393	0.04835112973
394	0.04832572397
395	0.04829358341
396	0.0482648648
397	0.0482201463
398	0.04818707652
399	0.04816480159
400	0.04812966759
401	0.04807394581
402	0.04802381194
403	0.04800085755
404	0.0479594361
405	0.04793096192
406	0.04790164407
407	0.04787057835
408	0.04783713079
409	0.04780332723
410	0.04775536016
411	0.04773188758
412	0.04770532404
413	0.04767874771
414	0.04764124352
415	0.04762131486
416	0.04756576426
417	0.04754504194
418	0.04752304683
419	0.04750011944
420	0.04748147907
421	0.04745704766
422	0.04741280173
423	0.04738870459
424	0.04736061938
425	0.04733154386
426	0.04731430687
427	0.0472879946
428	0.04724982544
429	0.04719130591
430	0.04716199338
431	0.04713552878
432	0.04710847961
433	0.04707402351
434	0.04705407066
435	0.04702643115
436	0.04698292422
437	0.04697202345
438	0.04693915695
439	0.04690062115
440	0.04687739611
441	0.04684064276
442	0.04681517133
443	0.04679138316
444	0.04676460859
445	0.04673707145
446	0.04672140506
447	0.04669266915
448	0.04663922793
449	0.04662495639
450	0.04659772381
451	0.04657264955
452	0.04654001593
453	0.04650217879
454	0.04645813572
455	0.04643541795
456	0.04641119146
457	0.04637825465
458	0.04632824634
459	0.04630755917
460	0.04628519826
461	0.04625512995
462	0.04623060329
463	0.04620835594
464	0.04619469121
465	0.04617037091
466	0.04615834961
467	0.04613598776
468	0.04610401682
469	0.04606595639
470	0.04604656809
471	0.0460096504
472	0.0459849233
473	0.04594888368
474	0.04592896894
475	0.04588249507
476	0.04586289518
477	0.0458400039
478	0.04581222811
479	0.04579331783
480	0.04577480949
481	0.04575363251
482	0.04572998295
483	0.045712652
484	0.04568450846
485	0.04563532541
486	0.04559964117
487	0.04558497744
488	0.04556136913
489	0.04553672959
490	0.04550879976
491	0.04548542533
492	0.04546021824
493	0.04542974548
494	0.04539697852
495	0.04537484628
496	0.04535504403
497	0.04533002841
498	0.04527358512
499	0.04525093436
500	0.04523799283
501	0.04520947767
502	0.0451861563
503	0.04516952832
504	0.04514199045
505	0.04511601006
506	0.04509106219
507	0.04507652661
508	0.04503566005
509	0.04501220701
510	0.04498993742
511	0.044961943
512	0.04493740348
513	0.04492023055
514	0.04490300558
515	0.04487662562
516	0.04485843109
517	0.04480172908
518	0.04478118545
519	0.0447576365
520	0.04473849009
521	0.04470136492
522	0.04466497866
523	0.044654997
524	0.04462713456
525	0.04460099759
526	0.0445887823
527	0.0445707321
528	0.0445540917
529	0.04454272212
530	0.04449957039
531	0.04447482441
532	0.04444454545
533	0.04441503326
534	0.04437993395
535	0.04435567218
536	0.04434357811
537	0.04432666206
538	0.0443015503
539	0.04427663391
540	0.04424525058
541	0.0442203813
542	0.04420281953
543	0.04417698926
544	0.04416291199
545	0.04413701048
546	0.04411513707
547	0.04409890207
548	0.04406214656
549	0.04401291661
550	0.04397966564
551	0.04395542355
552	0.04391985201
553	0.04387891921
554	0.04385066527
555	0.04383128272
556	0.04379215023
557	0.04376603109
558	0.04372823061
559	0.0437014046
560	0.04368168762
561	0.04366635595
562	0.04364752482
563	0.04361315206
564	0.04358864139
565	0.04357223812
566	0.04355670726
567	0.04353359469
568	0.04351396165
569	0.0434960089
570	0.04347798608
571	0.04346190783
572	0.04343928568
573	0.04342083137
574	0.04341241633
575	0.04339215453
576	0.04337970238
577	0.04335249213
578	0.04333256995
579	0.04331542276
580	0.04329815188
581	0.04327172177
582	0.0432411688
583	0.04321001397
584	0.04317606722
585	0.04316087031
586	0.04314458289
587	0.04312320677
588	0.04310875486
589	0.04309430659
590	0.04306850339
591	0.04304462682
592	0.04302286143
593	0.04298179327
594	0.04297026096
595	0.04295888247
596	0.04292429068
597	0.04290521251
598	0.04289437834
599	0.04287434523
600	0.04285205505
601	0.04283064408
602	0.04281218288
603	0.04280012221
604	0.04276431023
605	0.04274341213
606	0.04272372442
607	0.04269578465
608	0.04265440081
609	0.04263620759
610	0.0426032545
611	0.04258559119
612	0.04256626117
613	0.04255854109
614	0.0425378245
615	0.04252445115
616	0.04251155025
617	0.04249418039
618	0.04247730487
619	0.04243627175
620	0.04242334125
621	0.04240995224
622	0.04239326157
623	0.04236797536
624	0.04234952877
625	0.04232130294
626	0.04231438973
627	0.04229673519
628	0.04228091124
629	0.04224826136
630	0.04224226714
631	0.04222229422
632	0.04221405289
633	0.04219873385
634	0.04218592951
635	0.04215684784
636	0.04213739047
637	0.04212064369
638	0.04210058138
639	0.04206951892
640	0.04205357331
641	0.04202440498
642	0.04198667356
643	0.04195651946
644	0.04193887874
645	0.04191151404
646	0.04188617007
647	0.04186387385
648	0.04185087884
649	0.04183864118
650	0.04181753359
651	0.04180521004
652	0.04177260397
653	0.04175496656
654	0.04174058364
655	0.04172369344
656	0.04171501567
657	0.04169721269
658	0.04168454312
659	0.04167907131
660	0.04165028449
661	0.04163302955
662	0.04161888895
663	0.04161129294
664	0.04159951942
665	0.04156996849
666	0.04154850167
667	0.04153727157
668	0.04152522874
669	0.04150827526
670	0.04146742877
671	0.04144814341
672	0.04141908593
673	0.04139709254
674	0.04138082808
675	0.04135132661
676	0.04133689129
677	0.04131277765
678	0.0412993208
679	0.04129389278
680	0.04126799737
681	0.04125593015
682	0.04122836605
683	0.04120383566
684	0.0411872857
685	0.04117208362
686	0.04115596613
687	0.04112668895
688	0.04111320092
689	0.04109642917
690	0.04108236773
691	0.04106508818
692	0.04104774984
693	0.04103263751
694	0.04102068304
695	0.04100649006
696	0.04097135233
697	0.0409575445
698	0.04094595829
699	0.04093015474
700	0.04090020204
701	0.0408763118
702	0.04086040157
703	0.0408529802
704	0.04084591403
705	0.04083049769
706	0.04080729736
707	0.0407922648
708	0.04077794951
709	0.04076781592
710	0.04075620278
711	0.04073812042
712	0.04072291279
713	0.04070832335
714	0.04069778933
715	0.04068065748
716	0.04065670139
717	0.04063344605
718	0.0406273576
719	0.04061312738
720	0.04058092288
721	0.04057037126
722	0.04055821677
723	0.04053461315
724	0.04050594495
725	0.04049424758
726	0.04047596685
727	0.04044891267
728	0.04044428823
729	0.04041771928
730	0.04040774012
731	0.0403857279
732	0.04036920422
733	0.04035572316
734	0.04033067471
735	0.04030790166
736	0.04027611975
737	0.04025410546
738	0.0402309584
739	0.0402150969
740	0.04020341559
741	0.04018559736
742	0.04016550613
743	0.04015129077
744	0.04013715707
745	0.04011207913
746	0.04008594425
747	0.04007197264
748	0.04005310223
749	0.04002965488
750	0.04001053796
751	0.03999482127
752	0.03997799572
753	0.03996271045
754	0.03994070353
755	0.03990803213
756	0.03989425595
757	0.03988005273
758	0.03985188118
759	0.03983783586
760	0.03982557908
761	0.0398015538
762	0.03977363352
763	0.03974248453
